,release_date,movie,production_budget,Domestic_Gross_($),Worldwide_Gross_($),distributor,mpaa_rating,genre,year
0,2007-06-22,Evan Almighty,175000000.0,100289690.0,174131329.0,Universal,PG,Comedy,2007
1,1995-07-28,Waterworld,175000000.0,88246220.0,264246220.0,Universal,PG-13,Action,1995
2,2017-05-12,King Arthur: Legend of the Sword,175000000.0,39175066.0,139950708.0,Warner Bros.,PG-13,Adventure,2017
3,2013-12-25,47 Ronin,175000000.0,38362475.0,151716815.0,Universal,PG-13,Action,2013
4,2018-06-22,Jurassic World: Fallen Kingdom,170000000.0,416769345.0,1304866322.0,Universal,PG-13,Action,2018
5,2014-08-01,Guardians of the Galaxy,170000000.0,333172112.0,771051335.0,Walt Disney,PG-13,Action,2014
6,2010-05-07,Iron Man 2,170000000.0,312433331.0,621156389.0,Paramount Pictures,PG-13,Action,2010
7,2014-04-04,Captain America: The Winter Soldier,170000000.0,259746958.0,714401889.0,Walt Disney,PG-13,Action,2014
8,2014-07-11,Dawn of the Planet of the Apes,170000000.0,208545589.0,710644566.0,20th Century Fox,PG-13,Adventure,2014
9,2004-11-10,The Polar Express,170000000.0,186493587.0,310634169.0,Warner Bros.,G,Adventure,2004
10,2012-06-01,Snow White and the Huntsman,170000000.0,155136755.0,401021746.0,Universal,PG-13,Adventure,2012
11,2003-07-01,Terminator 3: Rise of the Machines,170000000.0,150358296.0,433058296.0,Warner Bros.,R,Action,2003
12,2004-05-07,Van Helsing,170000000.0,120150546.0,300150546.0,Universal,PG-13,Action,2004
13,2015-05-22,Tomorrowland,170000000.0,93436322.0,207283457.0,Walt Disney,PG,Adventure,2015
14,2016-05-27,Alice Through the Looking Glass,170000000.0,77042381.0,276934087.0,Walt Disney,PG,Adventure,2016
15,2010-05-21,Shrek Forever After,165000000.0,238736787.0,756244673.0,Paramount Pictures,PG,Adventure,2010
16,2016-11-04,Doctor Strange,165000000.0,232641920.0,676486457.0,Walt Disney,PG-13,Action,2016
17,2014-11-07,Big Hero 6,165000000.0,222527828.0,652127828.0,Walt Disney,PG,Adventure,2014
18,2010-03-26,How to Train Your Dragon,165000000.0,217581232.0,494870992.0,Paramount Pictures,PG,Adventure,2010
19,2012-11-02,Wreck-It Ralph,165000000.0,189412677.0,496511521.0,Walt Disney,PG,Adventure,2012
20,2014-11-05,Interstellar,165000000.0,188017894.0,667752422.0,Paramount Pictures,PG-13,Adventure,2014
21,2016-06-24,Independence Day: Resurgence,165000000.0,103144286.0,384413934.0,20th Century Fox,PG-13,Action,2016
22,2011-07-29,Cowboys and Aliens,163000000.0,100368560.0,176038324.0,Universal,PG-13,Action,2011
23,2007-05-17,Shrek the Third,160000000.0,322719944.0,807330936.0,Paramount Pictures,PG,Adventure,2007
24,2013-05-24,Fast and Furious 6,160000000.0,238679850.0,789300444.0,Universal,PG-13,Action,2013
25,2011-06-03,X-Men: First Class,160000000.0,146408305.0,355408305.0,20th Century Fox,PG-13,Action,2011
26,2008-12-25,The Curious Case of Benjamin Button,160000000.0,127509326.0,329631958.0,Paramount Pictures,PG-13,Drama,2008
27,2010-07-14,The Sorcerer's Apprentice,160000000.0,63150991.0,217986320.0,Walt Disney,PG,Adventure,2010
28,2006-05-12,Poseidon,160000000.0,60674817.0,181674817.0,Warner Bros.,PG-13,Adventure,2006
29,2016-06-10,Warcraft,160000000.0,47225655.0,425547111.0,Universal,PG-13,Action,2016
30,2018-12-21,Aquaman,160000000.0,0.0,0.0,Warner Bros.,PG-13,Action,2018
31,2016-09-30,Deepwater Horizon,156000000.0,61433527.0,122631306.0,Lionsgate,PG-13,Drama,2016
32,2015-07-01,Terminator: Genisys,155000000.0,89760956.0,432150894.0,Paramount Pictures,PG-13,Action,2015
33,2018-03-23,Pacific Rim: Uprising,155000000.0,59185715.0,290241338.0,Universal,PG-13,Action,2018
34,2004-11-24,Alexander,155000000.0,34297191.0,167297191.0,Warner Bros.,R,Action,2004
35,2017-07-14,War for the Planet of the Apes,152000000.0,146880162.0,489592267.0,20th Century Fox,PG-13,Action,2017
36,2001-05-25,Pearl Harbor,151500000.0,198539855.0,449239855.0,Walt Disney,PG-13,Action,2001
37,2007-07-02,Transformers,151000000.0,319246193.0,708272592.0,Paramount Pictures,PG-13,Action,2007
38,2017-06-02,Wonder Woman,150000000.0,412563408.0,821133378.0,Warner Bros.,PG-13,Action,2017
39,2016-03-04,Zootopia,150000000.0,341268248.0,1019706594.0,Walt Disney,PG,Adventure,2016
40,2005-11-18,Harry Potter and the Goblet of Fire,150000000.0,290013036.0,896911078.0,Warner Bros.,PG-13,Adventure,2005
41,2003-05-15,The Matrix Reloaded,150000000.0,281553689.0,738576929.0,Warner Bros.,R,Action,2003
42,2007-12-14,I am Legend,150000000.0,256393010.0,585532684.0,Warner Bros.,PG-13,Horror,2007
43,2008-07-01,Hancock,150000000.0,227946274.0,624234272.0,Sony Pictures,PG-13,Action,2008
44,2005-07-15,Charlie and the Chocolate Factory,150000000.0,206459076.0,475825484.0,Warner Bros.,PG,Adventure,2005
45,2007-06-29,Ratatouille,150000000.0,206445654.0,626549695.0,Walt Disney,G,Adventure,2007
46,2013-11-08,Thor: The Dark World,150000000.0,206362140.0,644602516.0,Walt Disney,PG-13,Action,2013
47,2005-06-15,Batman Begins,150000000.0,205343774.0,359142722.0,Warner Bros.,PG-13,Action,2005
48,2015-07-31,Mission: Impossible—Rogue Nation,150000000.0,195042377.0,689388363.0,Paramount Pictures,PG-13,Action,2015
49,2017-07-21,Dunkirk,150000000.0,190068280.0,499900860.0,Warner Bros.,PG-13,Action,2017
50,2011-05-06,Thor,150000000.0,181030624.0,449326618.0,Paramount Pictures,PG-13,Action,2011
51,2008-11-07,Madagascar: Escape 2 Africa,150000000.0,180174880.0,599680774.0,Paramount Pictures,PG,Adventure,2008
52,2009-05-01,X-Men Origins: Wolverine,150000000.0,179883157.0,374825760.0,20th Century Fox,PG-13,Action,2009
53,2011-05-26,Kung Fu Panda 2,150000000.0,165249063.0,664837547.0,Paramount Pictures,PG,Adventure,2011
54,2015-05-15,Mad Max: Fury Road,150000000.0,153636354.0,370651733.0,Warner Bros.,R,Action,2015
55,2018-08-10,The Meg,150000000.0,142700791.0,527100791.0,Warner Bros.,PG-13,Action,2018
56,2003-11-05,The Matrix Revolutions,150000000.0,139270910.0,427300260.0,Warner Bros.,R,Action,2003
57,2018-03-29,Ready Player One,150000000.0,137018455.0,578621729.0,Warner Bros.,PG-13,Adventure,2018
58,2006-05-05,Mission: Impossible III,150000000.0,133501348.0,397501348.0,Paramount Pictures,PG-13,Action,2006
59,2004-05-14,Troy,150000000.0,133298577.0,484161265.0,Warner Bros.,R,Action,2004
60,2010-07-01,The Last Airbender,150000000.0,131772187.0,319713881.0,Paramount Pictures,PG,Adventure,2010
61,2007-11-02,Bee Movie,150000000.0,126631277.0,287594577.0,Paramount Pictures,PG,Adventure,2007
62,2009-07-24,G-Force,150000000.0,119436770.0,292817841.0,Walt Disney,PG,Adventure,2009
63,2008-11-21,Bolt,150000000.0,114053579.0,328015029.0,Walt Disney,PG,Adventure,2008
64,2012-03-30,Wrath of the Titans,150000000.0,83670083.0,305270083.0,Warner Bros.,PG-13,Adventure,2012
65,2007-11-16,Beowulf,150000000.0,82280579.0,195080579.0,Paramount Pictures,PG-13,Adventure,2007
66,2010-02-12,The Wolfman,150000000.0,62189884.0,142634358.0,Universal,R,Horror,2010
67,2017-02-17,The Great Wall,150000000.0,45157105.0,334550106.0,Universal,PG-13,Action,2017
68,2015-10-09,Pan,150000000.0,35088320.0,151543635.0,Warner Bros.,PG,Adventure,2015
69,2011-03-11,Mars Needs Moms,150000000.0,21392758.0,39549758.0,Walt Disney,PG,Adventure,2011
70,2006-11-03,Flushed Away,149000000.0,64665672.0,179357126.0,Paramount Pictures,PG,Adventure,2006
71,2012-06-08,Madagascar 3: Europe's Most Wanted,145000000.0,216391482.0,746921271.0,Paramount Pictures,PG,Adventure,2012
72,2014-06-13,How to Train Your Dragon 2,145000000.0,177002924.0,614586270.0,20th Century Fox,PG,Adventure,2014
73,1999-06-16,Tarzan,145000000.0,171091819.0,448191819.0,Walt Disney,G,Adventure,1999
74,2014-03-07,Mr. Peabody & Sherman,145000000.0,111506430.0,269806430.0,20th Century Fox,PG,Adventure,2014
75,2012-11-21,Rise of the Guardians,145000000.0,103412758.0,306900902.0,Paramount Pictures,PG,Adventure,2012
76,2002-11-22,Die Another Day,142000000.0,160942139.0,431942139.0,MGM,PG-13,Action,2002
77,2009-05-08,Star Trek,140000000.0,257730019.0,385680446.0,Paramount Pictures,PG-13,Adventure,2009
78,1998-07-01,Armageddon,140000000.0,201578182.0,554600000.0,Walt Disney,PG-13,Adventure,1998
79,2002-07-03,Men in Black 2,140000000.0,190418803.0,441767803.0,Sony Pictures,PG-13,Action,2002
80,2011-07-22,Captain America: The First Avenger,140000000.0,176654505.0,370569776.0,Paramount Pictures,PG-13,Action,2011
81,2016-01-29,Kung Fu Panda 3,140000000.0,143528619.0,518418751.0,20th Century Fox,PG,Adventure,2016
82,1998-07-10,Lethal Weapon 4,140000000.0,130444603.0,285400000.0,Warner Bros.,R,Action,1998
83,2013-03-27,G.I. Joe: Retaliation,140000000.0,122523060.0,375740705.0,Paramount Pictures,PG-13,Action,2013
84,2003-12-05,The Last Samurai,140000000.0,111110575.0,456810575.0,Warner Bros.,R,Action,2003
85,2005-12-21,Fun With Dick And Jane,140000000.0,110550000.0,203018919.0,Sony Pictures,PG-13,Comedy,2005
86,2014-12-12,Exodus: Gods and Kings,140000000.0,65014513.0,268314513.0,20th Century Fox,PG-13,Drama,2014
87,2016-07-01,The BFG,140000000.0,55483770.0,199676255.0,Walt Disney,PG,Adventure,2016
88,2016-02-26,Gods of Egypt,140000000.0,31153464.0,138587563.0,Lionsgate,PG-13,Adventure,2016
89,2002-05-03,Spider-Man,139000000.0,403706375.0,821706375.0,Sony Pictures,PG-13,Adventure,2002
90,2009-03-06,Watchmen,138000000.0,107509799.0,186976250.0,Warner Bros.,R,Action,2009
91,2005-07-29,Stealth,138000000.0,32116746.0,76416746.0,Sony Pictures,PG-13,Action,2005
92,2008-06-13,The Incredible Hulk,137500000.0,134806913.0,265573859.0,Universal,PG-13,Adventure,2008
93,2003-06-20,Hulk,137000000.0,132177234.0,245075434.0,Universal,PG-13,Action,2003
94,2001-07-11,Final Fantasy: The Spirits Within,137000000.0,32131830.0,85131830.0,Sony Pictures,PG-13,Adventure,2001
95,2013-03-22,The Croods,135000000.0,187168425.0,573068425.0,20th Century Fox,PG,Adventure,2013
96,2015-12-25,The Revenant,135000000.0,183637894.0,532950503.0,20th Century Fox,R,Adventure,2015
97,1999-11-19,The World is Not Enough,135000000.0,126930660.0,361730660.0,MGM,PG-13,Action,1999
98,2011-03-04,Rango,135000000.0,123477607.0,245724600.0,Paramount Pictures,PG,Adventure,2011
99,2013-07-17,Turbo,135000000.0,83028130.0,286896578.0,20th Century Fox,PG,Adventure,2013
100,2011-11-18,Happy Feet Two,135000000.0,64006466.0,157956466.0,Warner Bros.,PG,Adventure,2011
101,2006-07-28,Miami Vice,135000000.0,63478838.0,163818556.0,Universal,R,Action,2006
102,2005-06-29,War of the Worlds,132000000.0,234280354.0,606836535.0,Paramount Pictures,PG-13,Action,2005
103,2014-11-26,Penguins of Madagascar,132000000.0,83350911.0,367650911.0,20th Century Fox,PG,Adventure,2014
104,2013-11-22,The Hunger Games: Catching Fire,130000000.0,424668047.0,864868047.0,Lionsgate,PG-13,Adventure,2013
105,2018-07-06,Ant-Man and the Wasp,130000000.0,216565229.0,617176819.0,Walt Disney,PG-13,Action,2018
106,2008-06-06,Kung Fu Panda,130000000.0,215434591.0,631910531.0,Paramount Pictures,PG,Adventure,2008
107,2015-07-17,Ant-Man,130000000.0,180202163.0,518860086.0,Walt Disney,PG-13,Action,2015
108,2015-03-27,Home,130000000.0,177397510.0,386031994.0,20th Century Fox,PG,Adventure,2015
109,2011-10-28,Puss in Boots,130000000.0,149260504.0,554987477.0,Paramount Pictures,PG,Adventure,2011
110,2010-11-05,Megamind,130000000.0,148415853.0,321887208.0,Paramount Pictures,PG,Adventure,2010
111,2003-07-18,Bad Boys II,130000000.0,138540870.0,273271982.0,Sony Pictures,R,Action,2003
112,2014-04-11,Rio 2,130000000.0,131538435.0,492846291.0,20th Century Fox,G,Adventure,2014
113,2014-03-28,Noah,130000000.0,101200044.0,352831065.0,Paramount Pictures,PG-13,Drama,2014
114,2011-12-21,The Adventures of Tintin,130000000.0,77591831.0,373993951.0,Paramount Pictures,PG,Adventure,2011
115,2013-05-31,After Earth,130000000.0,60522097.0,251499665.0,Sony Pictures,PG-13,Action,2013
116,2008-11-26,Australia,130000000.0,49554002.0,215080810.0,20th Century Fox,PG-13,Drama,2008
117,2013-07-19,R.I.P.D.,130000000.0,33618855.0,79076678.0,Universal,PG-13,Action,2013
118,2000-05-19,Dinosaur,127500000.0,137748063.0,356148063.0,Walt Disney,PG,Adventure,2000
119,2017-03-03,Logan,127000000.0,226277068.0,615476965.0,20th Century Fox,R,Action,2017
120,2003-05-02,X-Men 2,125000000.0,214949694.0,406875536.0,20th Century Fox,PG-13,Action,2003
121,2011-04-29,Fast Five,125000000.0,210031325.0,630163454.0,Universal,PG-13,Action,2011
122,2011-12-16,Sherlock Holmes: A Game of Shadows,125000000.0,186848418.0,535663443.0,Warner Bros.,PG-13,Action,2011
123,2004-05-28,The Day After Tomorrow,125000000.0,186740799.0,556319450.0,20th Century Fox,PG-13,Adventure,2004
124,2017-03-31,The Boss Baby,125000000.0,175003033.0,510888357.0,20th Century Fox,PG,Adventure,2017
125,2010-04-01,Clash of the Titans,125000000.0,163214888.0,493214888.0,Warner Bros.,PG-13,Action,2010
126,2016-11-04,Trolls,125000000.0,153707064.0,344527425.0,20th Century Fox,PG,Adventure,2016
127,1998-05-19,Godzilla,125000000.0,136314294.0,376000000.0,Sony Pictures,PG-13,Action,1998
128,2012-06-08,Prometheus,125000000.0,126477084.0,402448265.0,20th Century Fox,R,Adventure,2012
129,1997-06-20,Batman & Robin,125000000.0,107325195.0,238317814.0,Warner Bros.,PG-13,Action,1997
130,2018-07-13,Skyscraper,125000000.0,67796355.0,304034615.0,Universal,PG,Action,2018
131,2016-12-21,Assassin’s Creed,125000000.0,54647948.0,240497948.0,20th Century Fox,PG-13,Action,2016
132,2017-01-13,Monster Trucks,125000000.0,33370166.0,61642798.0,Paramount Pictures,PG-13,Adventure,2017
133,1999-08-27,The 13th Warrior,125000000.0,32698899.0,61698899.0,Walt Disney,R,Action,1999
134,2000-11-17,How the Grinch Stole Christmas,123000000.0,260044825.0,345141403.0,Universal,PG,Adventure,2000
135,2000-05-24,Mission: Impossible 2,120000000.0,215409889.0,549588516.0,Paramount Pictures,PG-13,Action,2000
136,2000-06-30,The Perfect Storm,120000000.0,182618434.0,328711434.0,Warner Bros.,PG-13,Drama,2000
137,2016-07-29,Jason Bourne,120000000.0,162192920.0,416197059.0,Universal,PG-13,Action,2016
138,2012-11-21,Life of Pi,120000000.0,124987022.0,607258634.0,20th Century Fox,PG,Drama,2012
139,2007-02-16,Ghost Rider,120000000.0,115802596.0,229545589.0,Sony Pictures,PG-13,Action,2007
140,2003-06-27,Charlie's Angels: Full Throttle,120000000.0,100814328.0,227200000.0,Sony Pictures,PG-13,Action,2003
141,2018-04-13,Rampage,120000000.0,99345950.0,424745950.0,Warner Bros.,PG-13,Action,2018
142,2013-08-09,Elysium,120000000.0,93050117.0,286192091.0,Sony Pictures,R,Action,2013
143,2017-03-24,Power Rangers,120000000.0,85364450.0,142545357.0,Lionsgate,PG-13,Action,2017
144,2002-07-19,Stuart Little 2,120000000.0,64956806.0,166000000.0,Sony Pictures,PG,Adventure,2002
145,2004-06-11,The Chronicles of Riddick,120000000.0,57712751.0,107212751.0,Universal,PG-13,Adventure,2004
146,2008-05-09,Speed Racer,120000000.0,43945766.0,93394462.0,Warner Bros.,PG,Action,2008
147,2005-07-22,The Island,120000000.0,35818913.0,163018913.0,Dreamworks SKG,PG-13,Action,2005
148,2010-06-23,Knight and Day,117000000.0,76423035.0,258751370.0,20th Century Fox,PG-13,Action,2010
149,1999-05-19,Star Wars Ep. I: The Phantom Menace,115000000.0,474544677.0,1027044677.0,20th Century Fox,PG,Adventure,1999
150,2001-11-02,"Monsters, Inc.",115000000.0,289423425.0,559757719.0,Walt Disney,G,Adventure,2001
151,2013-07-26,The Wolverine,115000000.0,132556852.0,416456852.0,20th Century Fox,PG-13,Action,2013
152,1997-02-07,Dante's Peak,115000000.0,67163857.0,178200000.0,Universal,PG-13,Drama,1997
153,2016-04-22,The Huntsman: Winter’s War,115000000.0,48003015.0,165149302.0,Universal,PG-13,Action,2016
154,2002-06-14,Windtalkers,115000000.0,40914068.0,77628265.0,MGM,R,Action,2002
155,2010-12-25,Gulliver's Travels,112000000.0,42779261.0,232017848.0,20th Century Fox,PG,Adventure,2010
156,2017-12-15,Ferdinand,111000000.0,84410380.0,289867087.0,20th Century Fox,PG,Adventure,2017
157,2018-05-18,Deadpool 2,110000000.0,318491426.0,733809601.0,20th Century Fox,R,Action,2018
158,2006-12-22,Night at the Museum,110000000.0,250863268.0,579446407.0,20th Century Fox,PG,Adventure,2006
159,2005-06-10,Mr. and Mrs. Smith,110000000.0,186336279.0,486124090.0,20th Century Fox,PG-13,Action,2005
160,2015-05-29,San Andreas,110000000.0,155190832.0,457199280.0,Warner Bros.,PG-13,Adventure,2015
161,2011-07-29,The Smurfs,110000000.0,142614158.0,563749323.0,Sony Pictures,PG,Adventure,2011
162,2007-06-27,Live Free or Die Hard,110000000.0,134529403.0,382288147.0,20th Century Fox,PG-13,Action,2007
163,2015-03-20,The Divergent Series: Insurgent,110000000.0,130179072.0,295075882.0,Lionsgate,PG-13,Action,2015
164,2004-12-10,Ocean's Twelve,110000000.0,125531634.0,362989076.0,Warner Bros.,PG-13,Adventure,2004
165,1997-12-19,Tomorrow Never Dies,110000000.0,125304276.0,339504276.0,MGM,PG-13,Action,1997
166,2000-06-28,The Patriot,110000000.0,113330342.0,215300000.0,Sony Pictures,R,Drama,2000
167,2014-03-07,300: Rise of an Empire,110000000.0,106580051.0,330780051.0,Warner Bros.,R,Action,2014
168,2011-01-14,The Green Hornet,110000000.0,98780042.0,229155503.0,Sony Pictures,PG-13,Action,2011
169,2011-10-07,Real Steel,110000000.0,85463309.0,263880341.0,Walt Disney,PG-13,Action,2011
170,2010-06-11,The A-Team,110000000.0,77222099.0,177241171.0,20th Century Fox,PG-13,Action,2010
171,2013-07-31,The Smurfs 2,110000000.0,71017784.0,348547523.0,Sony Pictures,PG,Adventure,2013
172,2016-03-18,The Divergent Series: Allegiant,110000000.0,66184051.0,171871661.0,Lionsgate,PG-13,Action,2016
173,2009-06-12,The Taking of Pelham 123,110000000.0,65452312.0,152364370.0,Sony Pictures,R,Action,2009
174,2013-11-01,Ender's Game,110000000.0,61737191.0,127983283.0,Lionsgate,PG-13,Adventure,2013
175,2004-04-02,Home on the Range,110000000.0,50026353.0,76482461.0,Walt Disney,PG,Adventure,2004
176,1997-06-13,Speed 2: Cruise Control,110000000.0,48097081.0,150468000.0,20th Century Fox,PG-13,Action,1997
177,2005-05-06,Kingdom of Heaven,110000000.0,47398413.0,218853353.0,20th Century Fox,R,Adventure,2005
178,2017-03-31,Ghost in the Shell,110000000.0,40563557.0,167918847.0,Paramount Pictures,PG-13,Action,2017
179,2003-11-21,The Cat in the Hat,109000000.0,101018283.0,133818283.0,Universal,PG,Adventure,2003
180,2001-12-25,Ali,109000000.0,58183966.0,87683966.0,Sony Pictures,R,Drama,2001
181,2016-11-23,Allied,106000000.0,40098064.0,119285656.0,Paramount Pictures,R,Drama,2016
182,2004-07-16,"I, Robot",105000000.0,144801023.0,348629585.0,20th Century Fox,PG-13,Action,2004
183,1999-12-17,Stuart Little,105000000.0,140015224.0,298815224.0,Sony Pictures,PG,Adventure,1999
184,2009-11-25,The Princess and the Frog,105000000.0,104400899.0,270997378.0,Walt Disney,G,Adventure,2009
185,2008-03-07,"10,000 B.C.",105000000.0,94784201.0,269065678.0,Warner Bros.,PG-13,Adventure,2008
186,2016-07-22,Ice Age: Collision Course,105000000.0,64063008.0,403092412.0,20th Century Fox,PG,Adventure,2016
187,2017-09-22,Kingsman: The Golden Circle,104000000.0,100234838.0,408822328.0,20th Century Fox,R,Action,2017
188,2000-06-09,Gone in 60 Seconds,103300000.0,101643008.0,232643008.0,Walt Disney,PG-13,Action,2000
189,2013-05-23,The Hangover 3,103000000.0,112200072.0,362000072.0,Warner Bros.,R,Comedy,2013
190,2018-03-09,A Wrinkle in Time,103000000.0,100478608.0,133401882.0,Walt Disney,PG,Adventure,2018
191,2009-07-01,Public Enemies,102500000.0,97104620.0,212282709.0,Universal,R,Drama,2009
192,2006-11-17,Casino Royale,102000000.0,167365000.0,594420283.0,Sony Pictures,PG-13,Action,2006
193,2002-06-21,Minority Report,102000000.0,132024714.0,358824714.0,20th Century Fox,PG-13,Action,2002
194,2012-10-26,Cloud Atlas,102000000.0,27108272.0,130673154.0,Warner Bros.,R,Drama,2012
195,1991-07-02,Terminator 2: Judgment Day,100000000.0,203464105.0,515419827.0,Sony Pictures,R,Action,1991
196,1995-06-16,Batman Forever,100000000.0,184031112.0,336529144.0,Warner Bros.,PG-13,Action,1995
197,2001-07-27,Planet of the Apes,100000000.0,180011740.0,362211740.0,20th Century Fox,PG-13,Adventure,2001
198,2004-11-19,National Treasure,100000000.0,173005002.0,331323410.0,Walt Disney,PG,Adventure,2004
199,2018-10-05,Venom,100000000.0,171125095.0,461825095.0,Sony Pictures,PG-13,Action,2018
200,2010-12-22,Little Fockers,100000000.0,148438600.0,310650574.0,Universal,PG-13,Comedy,2010
201,1994-07-15,True Lies,100000000.0,146282411.0,365300000.0,20th Century Fox,R,Action,1994
202,2007-11-02,American Gangster,100000000.0,130164645.0,267985456.0,Universal,R,Drama,2007
203,2009-09-18,Cloudy with a Chance of Meatballs,100000000.0,124870275.0,236827677.0,Sony Pictures,PG,Adventure,2009
204,2010-08-06,The Other Guys,100000000.0,119219978.0,170936470.0,Sony Pictures,PG-13,Comedy,2010
205,2013-05-24,Epic,100000000.0,107518682.0,262794441.0,20th Century Fox,PG,Adventure,2013
206,1996-06-21,Eraser,100000000.0,101295562.0,234400000.0,Warner Bros.,R,Action,1996
207,1996-06-21,The Hunchback of Notre Dame,100000000.0,100138851.0,325500000.0,Walt Disney,G,Adventure,1996
208,2000-12-15,The Emperor's New Groove,100000000.0,89296573.0,169296573.0,Walt Disney,G,Adventure,2000
209,2012-08-17,The Expendables 2,100000000.0,85028192.0,311979256.0,Lionsgate,R,Action,2012
210,2009-10-16,Where the Wild Things Are,100000000.0,77233467.0,99123656.0,Warner Bros.,PG,Adventure,2009
211,2006-12-15,Eragon,100000000.0,75030163.0,249488115.0,20th Century Fox,PG,Adventure,2006
212,2014-07-25,Hercules,100000000.0,72688614.0,243388614.0,Paramount Pictures,PG-13,Action,2014
213,1999-11-24,End of Days,100000000.0,66889043.0,212026975.0,Universal,R,Action,1999
214,2004-06-11,The Stepford Wives,100000000.0,59475623.0,96221971.0,Paramount Pictures,PG-13,Comedy,2004
215,2007-06-08,Surf's Up,100000000.0,58867694.0,145395745.0,Sony Pictures,PG,Adventure,2007
216,2006-12-08,Blood Diamond,100000000.0,57377916.0,171377916.0,Warner Bros.,R,Action,2006
217,1997-11-07,Starship Troopers,100000000.0,54768952.0,121100000.0,Sony Pictures,R,Action,1997
218,2009-06-05,Land of the Lost,100000000.0,49438370.0,69548641.0,Universal,PG-13,Comedy,2009
219,2004-07-23,Catwoman,100000000.0,40202379.0,82145379.0,Warner Bros.,PG-13,Action,2004
220,2014-08-15,The Expendables 3,100000000.0,39322544.0,209461378.0,Lionsgate,PG-13,Action,2014
221,2002-11-27,Treasure Planet,100000000.0,38120554.0,91800000.0,Walt Disney,PG,Adventure,2002
222,2010-03-12,Green Zone,100000000.0,35497337.0,97523020.0,Universal,R,Drama,2010
223,2017-10-20,Geostorm,100000000.0,33700160.0,220800160.0,Warner Bros.,PG-13,Action,2017
224,2015-12-11,In the Heart of the Sea,100000000.0,25020758.0,89693309.0,Warner Bros.,PG-13,Adventure,2015
225,2005-02-18,Son of the Mask,100000000.0,17018422.0,59918422.0,New Line,PG,Adventure,2005
226,2002-08-16,The Adventures of Pluto Nash,100000000.0,4411102.0,7094995.0,Warner Bros.,PG-13,Comedy,2002
227,2012-01-20,Jin líng shí san chai,100000000.0,311434.0,98227017.0,Wrekin Hill Enterta…,R,Drama,2012
228,2019-03-15,Wonder Park,100000000.0,0.0,0.0,Paramount Pictures,PG,Adventure,2019
229,2015-11-06,The Peanuts Movie,99000000.0,130178411.0,250091610.0,20th Century Fox,G,Adventure,2015
230,2001-05-04,The Mummy Returns,98000000.0,202007640.0,435040395.0,Universal,PG-13,Adventure,2001
231,2002-12-20,Gangs of New York,97000000.0,77730500.0,183124621.0,Miramax,R,Drama,2002
232,2017-05-19,Alien: Covenant,97000000.0,74262031.0,238521247.0,20th Century Fox,R,Horror,2017
233,2015-03-13,Cinderella,95000000.0,201151353.0,534551353.0,Walt Disney,PG,Drama,2015
234,2012-07-13,Ice Age: Continental Drift,95000000.0,161321843.0,879765137.0,20th Century Fox,PG,Adventure,2012
235,2001-12-28,Black Hawk Down,95000000.0,108638745.0,159691085.0,Sony Pictures,R,Action,2001
236,2010-05-27,Sex and the City 2,95000000.0,95347692.0,294680778.0,Warner Bros.,R,Comedy,2010
237,2012-08-10,The Campaign,95000000.0,86907746.0,104907746.0,Warner Bros.,R,Comedy,2012
238,2010-11-12,Unstoppable,95000000.0,81562942.0,165720921.0,20th Century Fox,PG-13,Action,2010
239,1997-05-09,The Fifth Element,95000000.0,63570862.0,263898761.0,Sony Pictures,PG-13,Action,1997
240,2000-03-31,The Road to El Dorado,95000000.0,50802661.0,65700000.0,Dreamworks SKG,PG,Adventure,2000
241,2009-12-11,The Lovely Bones,95000000.0,44114232.0,94894448.0,Paramount Pictures,PG-13,Drama,2009
242,2015-02-06,Seventh Son,95000000.0,17725785.0,109485785.0,Universal,PG-13,Adventure,2015
243,2003-05-30,Finding Nemo,94000000.0,380529370.0,936429370.0,Walt Disney,G,Adventure,2003
244,2001-06-15,Lara Croft: Tomb Raider,94000000.0,131144183.0,273330185.0,Paramount Pictures,PG-13,Adventure,2001
245,2015-02-13,Kingsman: The Secret Service,94000000.0,128261724.0,404561724.0,20th Century Fox,R,Action,2015
246,2001-07-18,Jurassic Park III,93000000.0,181166115.0,365900000.0,Universal,PG-13,Action,2001
247,2011-08-05,Rise of the Planet of the Apes,93000000.0,176760185.0,482860185.0,20th Century Fox,PG-13,Adventure,2011
248,2008-02-14,The Spiderwick Chronicles,92500000.0,71195053.0,162839667.0,Paramount Pictures,PG,Adventure,2008
249,2004-11-05,The Incredibles,92000000.0,261441092.0,614726752.0,Walt Disney,PG,Adventure,2004
250,2013-02-14,A Good Day to Die Hard,92000000.0,67349198.0,304249198.0,20th Century Fox,R,Action,2013
251,1995-12-22,Cutthroat Island,92000000.0,10017322.0,18517322.0,MGM,PG-13,Adventure,1995
252,2013-12-25,The Secret Life of Walter Mitty,91000000.0,58236838.0,187861183.0,20th Century Fox,PG,Adventure,2013
253,2017-12-20,Jumanji: Welcome to the Jungle,90000000.0,404508916.0,961758540.0,Sony Pictures,PG-13,Adventure,2017
254,1997-07-01,Men in Black,90000000.0,250690539.0,587790539.0,Sony Pictures,PG-13,Adventure,1997
255,1999-11-19,Toy Story 2,90000000.0,245852179.0,511358276.0,Walt Disney,G,Adventure,1999
256,2001-08-03,Rush Hour 2,90000000.0,226164286.0,347425832.0,New Line,PG-13,Action,2001
